data,forn,area,eta,m,f,d,N1,N2,ISTAT,reg
2023-11-03,Pfizer/BioNTech,PIE,70-79,429,382,811,ITC,ITC1,1,Piemonte
2023-11-03,Pfizer/BioNTech,PIE,80-89,262,301,563,ITC,ITC1,1,Piemonte
2023-11-03,Pfizer/BioNTech,PIE,90+,49,81,130,ITC,ITC1,1,Piemonte
2023-11-03,Pfizer/BioNTech,PUG,12-19,2,1,3,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,20-29,13,12,25,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,30-39,25,26,51,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,40-49,25,27,52,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,50-59,59,52,111,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,60-69,202,170,372,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,70-79,287,214,501,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,80-89,192,200,392,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,PUG,90+,36,86,122,ITF,ITF4,16,Puglia
2023-11-03,Pfizer/BioNTech,SAR,12-19,1,0,1,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,20-29,2,2,4,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,30-39,1,3,4,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,40-49,9,5,14,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,50-59,7,12,19,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,60-69,23,23,46,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,70-79,52,46,98,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,80-89,15,12,27,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SAR,90+,2,2,4,ITG,ITG2,20,Sardegna
2023-11-03,Pfizer/BioNTech,SIC,20-29,2,3,5,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,30-39,1,0,1,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,40-49,2,1,3,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,50-59,4,5,9,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,60-69,9,6,15,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,70-79,16,10,26,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,80-89,4,4,8,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,SIC,90+,1,2,3,ITG,ITG1,19,Sicilia
2023-11-03,Pfizer/BioNTech,TOS,12-19,1,3,4,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,20-29,20,22,42,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,30-39,31,48,79,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,40-49,65,70,135,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,50-59,135,160,295,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,60-69,532,573,1105,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,70-79,1073,1006,2079,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,80-89,775,915,1690,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,TOS,90+,165,336,501,ITI,ITI1,9,Toscana
2023-11-03,Pfizer/BioNTech,UMB,20-29,1,2,3,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,30-39,4,6,10,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,40-49,8,11,19,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,50-59,14,14,28,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,60-69,66,42,108,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,70-79,91,76,167,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,80-89,88,80,168,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,UMB,90+,19,27,46,ITI,ITI2,10,Umbria
2023-11-03,Pfizer/BioNTech,VDA,30-39,1,1,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,40-49,1,3,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,50-59,2,5,7,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,60-69,25,30,55,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,70-79,33,30,63,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,80-89,25,28,53,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VDA,90+,4,8,12,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-03,Pfizer/BioNTech,VEN,12-19,2,2,4,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,20-29,9,8,17,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,30-39,35,47,82,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,40-49,35,51,86,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,50-59,57,64,121,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,60-69,153,142,295,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,70-79,200,158,358,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,80-89,112,184,296,ITH,ITH3,5,Veneto
2023-11-03,Pfizer/BioNTech,VEN,90+,25,88,113,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,ABR,30-39,1,0,1,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,40-49,3,2,5,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,50-59,1,1,2,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,60-69,6,1,7,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,70-79,9,8,17,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,80-89,7,8,15,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,ABR,90+,2,0,2,ITF,ITF1,13,Abruzzo
2023-11-04,Pfizer/BioNTech,CAL,30-39,2,0,2,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,40-49,2,0,2,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,50-59,0,1,1,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,60-69,4,5,9,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,70-79,8,4,12,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,80-89,3,4,7,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAL,90+,2,3,5,ITF,ITF6,18,Calabria
2023-11-04,Pfizer/BioNTech,CAM,40-49,3,3,6,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,CAM,50-59,6,3,9,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,CAM,60-69,9,8,17,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,CAM,70-79,23,15,38,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,CAM,80-89,8,5,13,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,CAM,90+,1,5,6,ITF,ITF3,15,Campania
2023-11-04,Pfizer/BioNTech,EMR,12-19,3,2,5,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,20-29,8,15,23,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,30-39,15,18,33,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,40-49,30,36,66,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,50-59,98,105,203,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,60-69,261,328,589,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,70-79,524,473,997,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,80-89,408,398,806,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,EMR,90+,75,123,198,ITH,ITH5,8,Emilia-Romagna
2023-11-04,Pfizer/BioNTech,FVG,20-29,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,30-39,1,0,1,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,40-49,2,4,6,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,50-59,4,3,7,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,60-69,15,13,28,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,70-79,25,20,45,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,80-89,17,35,52,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,FVG,90+,11,8,19,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-04,Pfizer/BioNTech,LAZ,12-19,1,2,3,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,20-29,8,5,13,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,30-39,7,7,14,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,40-49,12,11,23,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,50-59,23,25,48,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,60-69,87,86,173,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,70-79,116,101,217,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,80-89,101,88,189,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LAZ,90+,16,30,46,ITI,ITI4,12,Lazio
2023-11-04,Pfizer/BioNTech,LIG,30-39,1,1,2,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,40-49,1,0,1,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,50-59,1,3,4,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,60-69,20,16,36,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,70-79,19,17,36,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,80-89,12,21,33,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LIG,90+,6,9,15,ITC,ITC3,7,Liguria
2023-11-04,Pfizer/BioNTech,LOM,12-19,11,10,21,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,20-29,39,41,80,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,30-39,48,79,127,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,40-49,131,116,247,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,50-59,252,260,512,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,60-69,631,658,1289,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,70-79,900,839,1739,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,80-89,654,807,1461,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,LOM,90+,109,186,295,ITC,ITC4,3,Lombardia
2023-11-04,Pfizer/BioNTech,MAR,12-19,1,0,1,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,20-29,2,0,2,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,30-39,1,2,3,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,40-49,8,8,16,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,50-59,9,13,22,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,60-69,37,34,71,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,70-79,69,81,150,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,80-89,50,46,96,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,MAR,90+,11,22,33,ITI,ITI3,11,Marche
2023-11-04,Pfizer/BioNTech,PIE,12-19,4,1,5,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,20-29,3,7,10,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,30-39,15,13,28,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,40-49,23,24,47,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,50-59,45,52,97,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,60-69,172,178,350,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,70-79,253,220,473,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,80-89,141,170,311,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PIE,90+,23,37,60,ITC,ITC1,1,Piemonte
2023-11-04,Pfizer/BioNTech,PUG,12-19,0,1,1,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,20-29,2,2,4,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,30-39,4,3,7,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,40-49,5,1,6,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,50-59,9,6,15,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,60-69,38,35,73,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,70-79,68,51,119,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,80-89,36,43,79,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,PUG,90+,6,21,27,ITF,ITF4,16,Puglia
2023-11-04,Pfizer/BioNTech,SIC,40-49,3,0,3,ITG,ITG1,19,Sicilia
2023-11-04,Pfizer/BioNTech,SIC,50-59,1,1,2,ITG,ITG1,19,Sicilia
2023-11-04,Pfizer/BioNTech,SIC,60-69,5,1,6,ITG,ITG1,19,Sicilia
2023-11-04,Pfizer/BioNTech,SIC,70-79,1,3,4,ITG,ITG1,19,Sicilia
2023-11-04,Pfizer/BioNTech,SIC,80-89,2,1,3,ITG,ITG1,19,Sicilia
2023-11-04,Pfizer/BioNTech,TOS,12-19,1,3,4,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,20-29,3,7,10,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,30-39,18,21,39,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,40-49,25,23,48,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,50-59,51,64,115,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,60-69,187,201,388,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,70-79,336,307,643,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,80-89,260,287,547,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,TOS,90+,63,107,170,ITI,ITI1,9,Toscana
2023-11-04,Pfizer/BioNTech,UMB,30-39,1,0,1,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,40-49,3,2,5,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,50-59,5,4,9,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,60-69,11,19,30,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,70-79,34,28,62,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,80-89,22,25,47,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,UMB,90+,6,15,21,ITI,ITI2,10,Umbria
2023-11-04,Pfizer/BioNTech,VDA,30-39,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,40-49,2,2,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,50-59,5,1,6,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,60-69,13,11,24,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,70-79,21,14,35,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,80-89,11,17,28,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VDA,90+,4,5,9,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-04,Pfizer/BioNTech,VEN,12-19,3,4,7,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,20-29,13,13,26,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,30-39,13,24,37,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,40-49,33,29,62,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,50-59,62,65,127,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,60-69,227,217,444,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,70-79,305,288,593,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,80-89,202,195,397,ITH,ITH3,5,Veneto
2023-11-04,Pfizer/BioNTech,VEN,90+,29,55,84,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,CAM,60-69,0,1,1,ITF,ITF3,15,Campania
2023-11-05,Pfizer/BioNTech,CAM,70-79,1,1,2,ITF,ITF3,15,Campania
2023-11-05,Pfizer/BioNTech,CAM,80-89,2,2,4,ITF,ITF3,15,Campania
2023-11-05,Pfizer/BioNTech,EMR,30-39,1,2,3,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,40-49,4,1,5,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,50-59,6,7,13,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,60-69,20,18,38,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,70-79,44,25,69,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,80-89,21,30,51,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,EMR,90+,6,7,13,ITH,ITH5,8,Emilia-Romagna
2023-11-05,Pfizer/BioNTech,FVG,70-79,4,2,6,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,FVG,80-89,3,1,4,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,FVG,90+,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2023-11-05,Pfizer/BioNTech,LAZ,20-29,0,2,2,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,30-39,1,5,6,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,40-49,5,5,10,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,50-59,0,9,9,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,60-69,4,9,13,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,70-79,6,7,13,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,80-89,3,4,7,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LAZ,90+,3,1,4,ITI,ITI4,12,Lazio
2023-11-05,Pfizer/BioNTech,LOM,12-19,4,1,5,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,20-29,2,13,15,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,30-39,14,14,28,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,40-49,19,22,41,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,50-59,27,33,60,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,60-69,90,84,174,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,70-79,119,114,233,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,80-89,91,102,193,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,LOM,90+,17,23,40,ITC,ITC4,3,Lombardia
2023-11-05,Pfizer/BioNTech,MAR,30-39,0,1,1,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,60-69,1,2,3,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,70-79,6,3,9,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,80-89,4,6,10,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,MAR,90+,0,5,5,ITI,ITI3,11,Marche
2023-11-05,Pfizer/BioNTech,PAB,40-49,1,0,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,70-79,1,2,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,80-89,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PAB,90+,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-05,Pfizer/BioNTech,PIE,40-49,0,1,1,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,50-59,5,3,8,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,60-69,5,5,10,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,70-79,8,9,17,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,80-89,5,14,19,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PIE,90+,3,10,13,ITC,ITC1,1,Piemonte
2023-11-05,Pfizer/BioNTech,PUG,30-39,0,1,1,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,40-49,1,1,2,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,50-59,1,1,2,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,60-69,3,4,7,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,70-79,8,1,9,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,80-89,1,2,3,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,PUG,90+,1,0,1,ITF,ITF4,16,Puglia
2023-11-05,Pfizer/BioNTech,SIC,60-69,2,0,2,ITG,ITG1,19,Sicilia
2023-11-05,Pfizer/BioNTech,SIC,70-79,0,1,1,ITG,ITG1,19,Sicilia
2023-11-05,Pfizer/BioNTech,TOS,30-39,0,1,1,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,50-59,2,4,6,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,60-69,19,12,31,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,70-79,35,38,73,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,80-89,38,30,68,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,TOS,90+,6,7,13,ITI,ITI1,9,Toscana
2023-11-05,Pfizer/BioNTech,UMB,12-19,0,2,2,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,20-29,0,1,1,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,30-39,2,2,4,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,40-49,3,1,4,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,50-59,4,3,7,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,60-69,9,11,20,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,70-79,27,24,51,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,80-89,24,19,43,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,UMB,90+,3,2,5,ITI,ITI2,10,Umbria
2023-11-05,Pfizer/BioNTech,VDA,40-49,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,70-79,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,80-89,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VDA,90+,1,2,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-11-05,Pfizer/BioNTech,VEN,30-39,1,1,2,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,40-49,2,0,2,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,50-59,0,1,1,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,60-69,3,4,7,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,70-79,10,7,17,ITH,ITH3,5,Veneto
2023-11-05,Pfizer/BioNTech,VEN,80-89,14,6,20,ITH,ITH3,5,Veneto
2023-11-06,Pfizer Pediatrico,EMR,05-11,1,0,1,ITH,ITH5,8,Emilia-Romagna
2023-11-06,Pfizer Pediatrico,LAZ,05-11,1,0,1,ITI,ITI4,12,Lazio
2023-11-06,Pfizer Pediatrico,MAR,05-11,1,1,2,ITI,ITI3,11,Marche
2023-11-06,Pfizer Pediatrico,PAB,05-11,0,1,1,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-11-06,Pfizer/BioNTech,ABR,20-29,1,0,1,ITF,ITF1,13,Abruzzo
