data,forn,area,eta,m,f,d,N1,N2,ISTAT,reg
2025-10-27,Pfizer/BioNTech,TOS,70-79,231,240,471,ITI,ITI1,9,Toscana
2025-10-27,Pfizer/BioNTech,TOS,80-89,161,202,363,ITI,ITI1,9,Toscana
2025-10-27,Pfizer/BioNTech,TOS,90+,17,54,71,ITI,ITI1,9,Toscana
2025-10-27,Pfizer/BioNTech,UMB,20-29,2,0,2,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,30-39,2,3,5,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,40-49,2,5,7,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,50-59,10,7,17,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,60-69,24,28,52,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,70-79,46,32,78,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,80-89,26,27,53,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,UMB,90+,3,4,7,ITI,ITI2,10,Umbria
2025-10-27,Pfizer/BioNTech,VDA,20-29,3,0,3,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,30-39,0,5,5,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,40-49,2,0,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,50-59,5,4,9,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,60-69,9,14,23,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,70-79,30,23,53,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,80-89,17,31,48,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VDA,90+,6,15,21,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-27,Pfizer/BioNTech,VEN,12-19,1,2,3,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,20-29,14,11,25,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,30-39,33,30,63,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,40-49,44,40,84,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,50-59,51,61,112,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,60-69,142,157,299,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,70-79,172,152,324,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,80-89,118,141,259,ITH,ITH3,5,Veneto
2025-10-27,Pfizer/BioNTech,VEN,90+,23,92,115,ITH,ITH3,5,Veneto
2025-10-28,Pfizer Pediatrico,EMR,05-11,1,0,1,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer Pediatrico,SIC,05-11,0,1,1,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer Pediatrico,VEN,05-11,1,0,1,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,ABR,12-19,1,0,1,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,20-29,0,1,1,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,30-39,3,2,5,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,40-49,3,4,7,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,50-59,4,7,11,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,60-69,14,16,30,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,70-79,20,18,38,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,80-89,13,16,29,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,ABR,90+,4,3,7,ITF,ITF1,13,Abruzzo
2025-10-28,Pfizer/BioNTech,BAS,50-59,1,0,1,ITF,ITF5,17,Basilicata
2025-10-28,Pfizer/BioNTech,BAS,60-69,4,3,7,ITF,ITF5,17,Basilicata
2025-10-28,Pfizer/BioNTech,BAS,70-79,3,1,4,ITF,ITF5,17,Basilicata
2025-10-28,Pfizer/BioNTech,BAS,80-89,2,0,2,ITF,ITF5,17,Basilicata
2025-10-28,Pfizer/BioNTech,CAM,30-39,1,1,2,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,40-49,1,3,4,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,50-59,8,4,12,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,60-69,16,12,28,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,70-79,18,18,36,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,80-89,14,11,25,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,CAM,90+,2,1,3,ITF,ITF3,15,Campania
2025-10-28,Pfizer/BioNTech,EMR,12-19,5,7,12,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,20-29,26,23,49,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,30-39,71,89,160,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,40-49,96,106,202,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,50-59,210,239,449,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,60-69,632,530,1162,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,70-79,1010,942,1952,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,80-89,812,920,1732,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,EMR,90+,239,455,694,ITH,ITH5,8,Emilia-Romagna
2025-10-28,Pfizer/BioNTech,FVG,12-19,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,20-29,6,12,18,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,30-39,11,17,28,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,40-49,13,26,39,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,50-59,23,24,47,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,60-69,71,69,140,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,70-79,97,90,187,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,80-89,75,67,142,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,FVG,90+,11,22,33,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-28,Pfizer/BioNTech,LAZ,12-19,0,1,1,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,20-29,2,8,10,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,30-39,20,20,40,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,40-49,18,27,45,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,50-59,36,37,73,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,60-69,100,74,174,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,70-79,108,118,226,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,80-89,81,98,179,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LAZ,90+,14,41,55,ITI,ITI4,12,Lazio
2025-10-28,Pfizer/BioNTech,LIG,20-29,2,1,3,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,30-39,6,10,16,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,40-49,11,12,23,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,50-59,23,22,45,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,60-69,81,89,170,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,70-79,157,131,288,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,80-89,108,104,212,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LIG,90+,20,20,40,ITC,ITC3,7,Liguria
2025-10-28,Pfizer/BioNTech,LOM,12-19,14,16,30,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,20-29,87,115,202,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,30-39,213,316,529,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,40-49,268,289,557,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,50-59,479,442,921,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,60-69,1076,979,2055,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,70-79,1400,1213,2613,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,80-89,937,1179,2116,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,LOM,90+,230,615,845,ITC,ITC4,3,Lombardia
2025-10-28,Pfizer/BioNTech,MAR,12-19,1,0,1,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,20-29,3,0,3,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,30-39,7,8,15,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,40-49,13,7,20,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,50-59,19,13,32,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,60-69,63,50,113,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,70-79,109,81,190,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,80-89,62,66,128,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,MAR,90+,19,44,63,ITI,ITI3,11,Marche
2025-10-28,Pfizer/BioNTech,PAB,12-19,3,0,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,20-29,2,5,7,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,30-39,11,13,24,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,40-49,22,19,41,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,50-59,21,31,52,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,60-69,57,52,109,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,70-79,77,64,141,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,80-89,73,60,133,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAB,90+,12,14,26,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-28,Pfizer/BioNTech,PAT,20-29,0,3,3,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,30-39,9,15,24,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,40-49,12,14,26,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,50-59,11,19,30,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,60-69,35,45,80,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,70-79,73,38,111,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,80-89,35,45,80,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PAT,90+,6,10,16,ITH,ITH2,4,Provincia Autonoma Trento
2025-10-28,Pfizer/BioNTech,PIE,12-19,1,0,1,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,20-29,4,5,9,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,30-39,13,20,33,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,40-49,28,23,51,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,50-59,54,59,113,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,60-69,150,161,311,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,70-79,259,228,487,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,80-89,166,208,374,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PIE,90+,36,94,130,ITC,ITC1,1,Piemonte
2025-10-28,Pfizer/BioNTech,PUG,20-29,5,13,18,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,30-39,14,9,23,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,40-49,10,10,20,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,50-59,23,17,40,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,60-69,56,40,96,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,70-79,72,56,128,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,80-89,42,38,80,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,PUG,90+,9,10,19,ITF,ITF4,16,Puglia
2025-10-28,Pfizer/BioNTech,SIC,20-29,1,3,4,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,30-39,3,5,8,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,40-49,6,2,8,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,50-59,4,4,8,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,60-69,14,9,23,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,70-79,17,15,32,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,80-89,6,6,12,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,SIC,90+,2,3,5,ITG,ITG1,19,Sicilia
2025-10-28,Pfizer/BioNTech,TOS,12-19,3,0,3,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,20-29,7,3,10,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,30-39,11,31,42,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,40-49,31,28,59,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,50-59,34,54,88,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,60-69,164,150,314,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,70-79,287,265,552,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,80-89,202,260,462,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,TOS,90+,27,81,108,ITI,ITI1,9,Toscana
2025-10-28,Pfizer/BioNTech,UMB,30-39,2,2,4,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,40-49,0,1,1,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,50-59,2,2,4,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,60-69,11,13,24,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,70-79,33,21,54,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,80-89,21,23,44,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,UMB,90+,7,10,17,ITI,ITI2,10,Umbria
2025-10-28,Pfizer/BioNTech,VDA,20-29,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,30-39,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,40-49,2,2,4,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,50-59,6,4,10,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,60-69,17,17,34,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,70-79,30,26,56,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,80-89,19,21,40,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VDA,90+,1,14,15,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2025-10-28,Pfizer/BioNTech,VEN,12-19,8,6,14,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,20-29,21,18,39,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,30-39,41,56,97,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,40-49,61,52,113,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,50-59,75,76,151,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,60-69,258,227,485,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,70-79,305,261,566,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,80-89,217,311,528,ITH,ITH3,5,Veneto
2025-10-28,Pfizer/BioNTech,VEN,90+,48,193,241,ITH,ITH3,5,Veneto
2025-10-29,Pfizer Pediatrico,EMR,05-11,1,1,2,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer Pediatrico,FVG,05-11,2,3,5,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer Pediatrico,TOS,05-11,0,2,2,ITI,ITI1,9,Toscana
2025-10-29,Pfizer Pediatrico,VEN,05-11,2,1,3,ITH,ITH3,5,Veneto
2025-10-29,Pfizer/BioNTech,ABR,30-39,2,3,5,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,40-49,4,3,7,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,50-59,5,4,9,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,60-69,18,14,32,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,70-79,27,17,44,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,80-89,16,13,29,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,ABR,90+,4,5,9,ITF,ITF1,13,Abruzzo
2025-10-29,Pfizer/BioNTech,BAS,30-39,1,1,2,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,40-49,1,0,1,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,50-59,4,1,5,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,60-69,3,14,17,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,70-79,10,8,18,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,80-89,11,19,30,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,BAS,90+,0,11,11,ITF,ITF5,17,Basilicata
2025-10-29,Pfizer/BioNTech,CAM,30-39,3,1,4,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,40-49,3,2,5,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,50-59,2,1,3,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,60-69,18,8,26,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,70-79,26,20,46,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,80-89,16,9,25,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,CAM,90+,2,1,3,ITF,ITF3,15,Campania
2025-10-29,Pfizer/BioNTech,EMR,12-19,11,5,16,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,20-29,23,37,60,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,30-39,75,102,177,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,40-49,99,122,221,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,50-59,209,228,437,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,60-69,666,614,1280,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,70-79,1050,996,2046,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,80-89,858,1000,1858,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,EMR,90+,210,398,608,ITH,ITH5,8,Emilia-Romagna
2025-10-29,Pfizer/BioNTech,FVG,12-19,0,1,1,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,20-29,11,39,50,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,30-39,22,30,52,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,40-49,17,23,40,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,50-59,27,36,63,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,60-69,91,72,163,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,70-79,129,104,233,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,80-89,74,68,142,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,FVG,90+,11,25,36,ITH,ITH4,6,Friuli-Venezia Giulia
2025-10-29,Pfizer/BioNTech,LAZ,12-19,1,0,1,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,20-29,6,4,10,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,30-39,20,22,42,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,40-49,15,17,32,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,50-59,31,35,66,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,60-69,93,77,170,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,70-79,107,80,187,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,80-89,70,97,167,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LAZ,90+,20,35,55,ITI,ITI4,12,Lazio
2025-10-29,Pfizer/BioNTech,LIG,12-19,1,0,1,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,20-29,4,2,6,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,30-39,4,5,9,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,40-49,6,11,17,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,50-59,15,28,43,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,60-69,82,89,171,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,70-79,150,115,265,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,80-89,91,70,161,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LIG,90+,18,24,42,ITC,ITC3,7,Liguria
2025-10-29,Pfizer/BioNTech,LOM,12-19,21,22,43,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,20-29,81,138,219,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,30-39,224,258,482,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,40-49,259,315,574,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,50-59,447,458,905,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,60-69,923,876,1799,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,70-79,1217,1113,2330,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,80-89,941,1161,2102,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,LOM,90+,208,583,791,ITC,ITC4,3,Lombardia
2025-10-29,Pfizer/BioNTech,MAR,12-19,0,2,2,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,20-29,1,2,3,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,30-39,4,3,7,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,40-49,7,11,18,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,50-59,24,15,39,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,60-69,47,40,87,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,70-79,102,78,180,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,80-89,67,81,148,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,MAR,90+,19,36,55,ITI,ITI3,11,Marche
2025-10-29,Pfizer/BioNTech,PAB,12-19,1,2,3,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,20-29,2,2,4,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,30-39,14,12,26,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,40-49,27,21,48,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,50-59,40,45,85,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,60-69,90,72,162,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,70-79,109,89,198,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2025-10-29,Pfizer/BioNTech,PAB,80-89,89,100,189,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
