data,forn,area,eta,m,f,d1,d2,dpi,db1,db2,db3,N1,N2,ISTAT,reg
2023-01-07,Pfizer/BioNTech,FVG,60-69,36.0,29.0,1.0,0.0,0.0,6.0,49.0,9.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-07,Pfizer/BioNTech,FVG,70-79,45.0,44.0,0.0,0.0,0.0,6.0,72.0,11.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-07,Pfizer/BioNTech,FVG,80-89,21.0,22.0,0.0,0.0,0.0,1.0,35.0,7.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-07,Pfizer/BioNTech,FVG,90+,6.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,ITH,ITH4,6.0,Friuli-Venezia Giulia
2023-01-07,Pfizer/BioNTech,LAZ,12-19,15.0,19.0,1.0,2.0,0.0,8.0,23.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,20-29,24.0,17.0,2.0,1.0,0.0,14.0,24.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,30-39,44.0,48.0,1.0,4.0,0.0,13.0,74.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,40-49,62.0,61.0,1.0,0.0,0.0,18.0,104.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,50-59,122.0,131.0,0.0,0.0,0.0,26.0,226.0,1.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,60-69,209.0,205.0,2.0,1.0,0.0,26.0,313.0,72.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,70-79,193.0,184.0,0.0,0.0,0.0,12.0,285.0,80.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,80-89,115.0,134.0,3.0,2.0,0.0,5.0,159.0,80.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LAZ,90+,14.0,19.0,0.0,1.0,0.0,0.0,22.0,10.0,ITI,ITI4,12.0,Lazio
2023-01-07,Pfizer/BioNTech,LIG,12-19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,20-29,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,30-39,4.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,40-49,8.0,6.0,0.0,0.0,0.0,1.0,13.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,50-59,14.0,9.0,0.0,0.0,0.0,0.0,23.0,0.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,60-69,15.0,16.0,0.0,0.0,0.0,1.0,28.0,2.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,70-79,13.0,27.0,0.0,0.0,0.0,2.0,35.0,3.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,80-89,16.0,15.0,0.0,0.0,0.0,0.0,20.0,11.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LIG,90+,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,ITC,ITC3,7.0,Liguria
2023-01-07,Pfizer/BioNTech,LOM,12-19,47.0,62.0,5.0,2.0,0.0,21.0,81.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,20-29,73.0,81.0,9.0,2.0,0.0,20.0,123.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,30-39,129.0,120.0,4.0,0.0,0.0,30.0,215.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,40-49,187.0,161.0,1.0,0.0,0.0,25.0,322.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,50-59,281.0,287.0,0.0,0.0,0.0,44.0,521.0,3.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,60-69,337.0,340.0,0.0,1.0,0.0,31.0,540.0,105.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,70-79,284.0,308.0,0.0,0.0,0.0,14.0,437.0,141.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,80-89,168.0,213.0,0.0,1.0,0.0,6.0,242.0,132.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,LOM,90+,21.0,36.0,0.0,0.0,0.0,1.0,28.0,28.0,ITC,ITC4,3.0,Lombardia
2023-01-07,Pfizer/BioNTech,MAR,12-19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,20-29,2.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,30-39,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,40-49,7.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,50-59,10.0,5.0,0.0,0.0,0.0,1.0,14.0,0.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,60-69,19.0,13.0,0.0,0.0,0.0,2.0,28.0,2.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,70-79,29.0,19.0,0.0,0.0,0.0,2.0,40.0,6.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,80-89,26.0,19.0,0.0,0.0,0.0,0.0,40.0,5.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MAR,90+,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,ITI,ITI3,11.0,Marche
2023-01-07,Pfizer/BioNTech,MOL,20-29,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,40-49,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,50-59,4.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,60-69,7.0,6.0,0.0,0.0,0.0,1.0,11.0,1.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,70-79,6.0,6.0,0.0,0.0,0.0,1.0,10.0,1.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,80-89,4.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,MOL,90+,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,ITF,ITF2,14.0,Molise
2023-01-07,Pfizer/BioNTech,PIE,12-19,4.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,20-29,8.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,30-39,20.0,24.0,0.0,0.0,0.0,4.0,40.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,40-49,22.0,19.0,0.0,0.0,0.0,3.0,37.0,1.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,50-59,42.0,47.0,0.0,1.0,0.0,4.0,84.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,60-69,83.0,64.0,0.0,1.0,0.0,12.0,107.0,27.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,70-79,36.0,39.0,0.0,1.0,0.0,1.0,50.0,23.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,80-89,162.0,189.0,0.0,0.0,0.0,1.0,13.0,337.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PIE,90+,18.0,42.0,0.0,1.0,0.0,0.0,2.0,57.0,ITC,ITC1,1.0,Piemonte
2023-01-07,Pfizer/BioNTech,PUG,12-19,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,20-29,7.0,5.0,0.0,0.0,0.0,2.0,10.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,30-39,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,40-49,4.0,7.0,0.0,0.0,0.0,2.0,9.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,50-59,9.0,8.0,0.0,0.0,0.0,1.0,16.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,60-69,20.0,16.0,0.0,0.0,0.0,4.0,30.0,2.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,70-79,16.0,21.0,0.0,0.0,0.0,0.0,36.0,1.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,80-89,26.0,18.0,0.0,2.0,0.0,5.0,32.0,5.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,PUG,90+,4.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-07,Pfizer/BioNTech,SAR,60-69,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,ITG,ITG2,20.0,Sardegna
2023-01-07,Pfizer/BioNTech,SAR,70-79,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-07,Pfizer/BioNTech,SAR,80-89,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITG,ITG2,20.0,Sardegna
2023-01-07,Pfizer/BioNTech,SIC,12-19,9.0,4.0,1.0,2.0,0.0,4.0,6.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,20-29,39.0,14.0,21.0,0.0,0.0,14.0,18.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,30-39,35.0,15.0,11.0,0.0,0.0,6.0,33.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,40-49,28.0,30.0,4.0,1.0,0.0,2.0,49.0,2.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,50-59,39.0,41.0,0.0,0.0,0.0,10.0,70.0,0.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,60-69,81.0,83.0,0.0,1.0,0.0,5.0,142.0,16.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,70-79,112.0,94.0,0.0,1.0,0.0,8.0,175.0,22.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,80-89,58.0,72.0,0.0,0.0,0.0,4.0,107.0,19.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,SIC,90+,10.0,19.0,0.0,0.0,0.0,2.0,22.0,5.0,ITG,ITG1,19.0,Sicilia
2023-01-07,Pfizer/BioNTech,TOS,20-29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,30-39,3.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,40-49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,50-59,3.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,60-69,6.0,13.0,0.0,0.0,0.0,5.0,13.0,1.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,70-79,13.0,15.0,1.0,0.0,0.0,6.0,19.0,2.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,80-89,12.0,12.0,0.0,0.0,0.0,0.0,18.0,6.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,TOS,90+,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,ITI,ITI1,9.0,Toscana
2023-01-07,Pfizer/BioNTech,UMB,12-19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,20-29,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,30-39,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,40-49,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,50-59,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,60-69,5.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,70-79,6.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,UMB,80-89,5.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,ITI,ITI2,10.0,Umbria
2023-01-07,Pfizer/BioNTech,VDA,12-19,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2023-01-07,Pfizer/BioNTech,VDA,50-59,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2023-01-07,Pfizer/BioNTech,VDA,60-69,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2023-01-07,Pfizer/BioNTech,VDA,70-79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2023-01-07,Pfizer/BioNTech,VDA,80-89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ITC,ITC2,2.0,Valle d'Aosta / Vallée d'Aoste
2023-01-07,Pfizer/BioNTech,VEN,12-19,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,20-29,8.0,9.0,0.0,0.0,0.0,5.0,12.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,30-39,9.0,7.0,0.0,0.0,0.0,4.0,12.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,40-49,18.0,9.0,0.0,0.0,0.0,5.0,22.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,50-59,20.0,26.0,0.0,1.0,0.0,4.0,41.0,0.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,60-69,37.0,35.0,0.0,1.0,0.0,4.0,61.0,6.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,70-79,43.0,28.0,0.0,0.0,0.0,8.0,58.0,5.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,80-89,19.0,23.0,0.0,0.0,0.0,3.0,30.0,9.0,ITH,ITH3,5.0,Veneto
2023-01-07,Pfizer/BioNTech,VEN,90+,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,ITH,ITH3,5.0,Veneto
2023-01-08,Moderna,LAZ,20-29,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,30-39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,40-49,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,50-59,6.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,60-69,8.0,4.0,0.0,0.0,0.0,0.0,9.0,3.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,70-79,10.0,13.0,0.0,0.0,0.0,0.0,20.0,3.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,80-89,2.0,6.0,0.0,0.0,0.0,0.0,5.0,3.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LAZ,90+,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,ITI,ITI4,12.0,Lazio
2023-01-08,Moderna,LOM,12-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,30-39,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,40-49,7.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,50-59,18.0,14.0,0.0,0.0,0.0,1.0,31.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,60-69,14.0,14.0,0.0,0.0,0.0,0.0,27.0,1.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,70-79,11.0,11.0,0.0,0.0,0.0,0.0,14.0,8.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,80-89,3.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,LOM,90+,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Moderna,MAR,50-59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Moderna,MAR,60-69,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Moderna,MAR,70-79,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Moderna,MAR,80-89,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Pfizer Pediatrico,LAZ,05-11,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,ABR,30-39,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,ABR,50-59,3.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,ABR,60-69,5.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,ABR,70-79,9.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,ABR,80-89,6.0,5.0,0.0,0.0,0.0,1.0,10.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,ABR,90+,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF1,13.0,Abruzzo
2023-01-08,Pfizer/BioNTech,BAS,30-39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF5,17.0,Basilicata
2023-01-08,Pfizer/BioNTech,CAM,30-39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,40-49,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,50-59,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,60-69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,70-79,5.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,80-89,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,CAM,90+,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF3,15.0,Campania
2023-01-08,Pfizer/BioNTech,EMR,40-49,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-08,Pfizer/BioNTech,EMR,60-69,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-08,Pfizer/BioNTech,EMR,70-79,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-08,Pfizer/BioNTech,EMR,80-89,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,ITH,ITH5,8.0,Emilia-Romagna
2023-01-08,Pfizer/BioNTech,LAZ,12-19,2.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,20-29,11.0,9.0,0.0,0.0,0.0,2.0,18.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,30-39,7.0,8.0,0.0,1.0,0.0,4.0,10.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,40-49,23.0,29.0,0.0,0.0,0.0,7.0,44.0,1.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,50-59,36.0,50.0,0.0,0.0,0.0,12.0,74.0,0.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,60-69,65.0,69.0,0.0,0.0,0.0,5.0,100.0,29.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,70-79,42.0,39.0,0.0,0.0,0.0,1.0,62.0,18.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,80-89,26.0,23.0,0.0,0.0,0.0,0.0,25.0,24.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LAZ,90+,3.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,ITI,ITI4,12.0,Lazio
2023-01-08,Pfizer/BioNTech,LOM,12-19,8.0,9.0,0.0,0.0,0.0,2.0,15.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,20-29,12.0,22.0,0.0,0.0,0.0,4.0,30.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,30-39,23.0,20.0,0.0,0.0,0.0,5.0,38.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,40-49,36.0,29.0,0.0,0.0,0.0,5.0,60.0,0.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,50-59,54.0,60.0,0.0,0.0,0.0,12.0,101.0,1.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,60-69,62.0,52.0,0.0,0.0,0.0,5.0,92.0,17.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,70-79,51.0,40.0,0.0,0.0,0.0,0.0,77.0,14.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,80-89,29.0,31.0,0.0,0.0,0.0,0.0,33.0,27.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,LOM,90+,3.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,ITC,ITC4,3.0,Lombardia
2023-01-08,Pfizer/BioNTech,MAR,50-59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Pfizer/BioNTech,MAR,80-89,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,ITI,ITI3,11.0,Marche
2023-01-08,Pfizer/BioNTech,MOL,90+,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF2,14.0,Molise
2023-01-08,Pfizer/BioNTech,PIE,12-19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,20-29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,40-49,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,60-69,26.0,19.0,0.0,0.0,0.0,0.0,32.0,13.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,70-79,20.0,13.0,0.0,0.0,0.0,0.0,28.0,5.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,80-89,16.0,22.0,0.0,0.0,0.0,0.0,0.0,38.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PIE,90+,8.0,11.0,0.0,0.0,0.0,0.0,0.0,19.0,ITC,ITC1,1.0,Piemonte
2023-01-08,Pfizer/BioNTech,PUG,40-49,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-08,Pfizer/BioNTech,PUG,50-59,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-08,Pfizer/BioNTech,PUG,60-69,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-08,Pfizer/BioNTech,PUG,70-79,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,ITF,ITF4,16.0,Puglia
2023-01-08,Pfizer/BioNTech,PUG,80-89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITF,ITF4,16.0,Puglia
2023-01-08,Pfizer/BioNTech,SAR,12-19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ITG,ITG2,20.0,Sardegna
