area,denominazione_struttura,tipologia,N1,N2,ISTAT,reg
CAM,Centro vaccinale Flumeri,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE FORIO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE FRANCOLISE ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE FRATTAMAGGIORE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE FRATTAMINORE,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE GIUGLIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE GIUGLIANO,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Grottaminarda,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE HUB CAPODICHINO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE ISCHIA,STS,ITF,ITF3,15,Campania
CAM,Centro Vaccinale Lioni,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE MARIGLIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE MASSA LUBRENSE,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Mercogliano,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Mirabella Eclanum,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Montefalcione,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Monteforte Irpino,STS,ITF,ITF3,15,Campania
CAM,Centro Vaccinale Montella ,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Montemarano,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Montoro,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Moschiano,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Mugnano del Cardinale,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE MUGNANO DI NAPOLI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE NOLA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE OTTAVIANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE PALMA CAMPANIA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE PEDIATRICO VILLARICCA ,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE PIANO DI SORRENTO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE POGGIOMARINO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE POMIGLIANO D' ARCO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE POMPEI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE PORTICI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE POZZUOLI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE QUARTO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE S.GIORGIO A CREMANO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE S.MARIA LA CARITA',STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE S.PAOLO BEL SITO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE SANT' ANASTASIA,STS,ITF,ITF3,15,Campania
CAM,Centro Vaccinale Sant'Angelo dei Lombardi,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE SANT'ANTIMO,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Solofra,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE SOMMA VESUVIANA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE TERZIGNO,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE TEVEROLA CENTRO COMMERCIALE MEDI',STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE TORRE DEL GRECO,STS,ITF,ITF3,15,Campania
CAM,Centro vaccinale Vallata,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE VILLARICCA,STS,ITF,ITF3,15,Campania
CAM,CENTRO VACCINALE-ANTICOVID-DS70-AGROPOLI,STS,ITF,ITF3,15,Campania
CAM,CENTRO VILLA FRATICELLI,RIA,ITF,ITF3,15,Campania
CAM,CINETIC,RIA,ITF,ITF3,15,Campania
CAM,CIVITAS SRL,RIA,ITF,ITF3,15,Campania
CAM,CLIN RIAB RENZULLO EXGAMB NOC,RIA,ITF,ITF3,15,Campania
CAM,CMR S.P.A.,RIA,ITF,ITF3,15,Campania
CAM,CONGR. PICC. APOSTOLE REDENZ.,RIA,ITF,ITF3,15,Campania
CAM,Covid Vaccine Center,STS,ITF,ITF3,15,Campania
CAM,CRS C.RIABILIT SANITARIA SPA,RIA,ITF,ITF3,15,Campania
CAM,CSA TRE TORRI DI G.SALZANO SAS,RIA,ITF,ITF3,15,Campania
CAM,DHC-DAY H CAVOUR,RIA,ITF,ITF3,15,Campania
CAM,DIARAD SNC,RIA,ITF,ITF3,15,Campania
CAM,DIMENSIONE AZZURRA SRL,RIA,ITF,ITF3,15,Campania
CAM,DINASTAR SRL,RIA,ITF,ITF3,15,Campania
CAM,EXFOND.O.G.JUVENTUS-PROGENIASC,RIA,ITF,ITF3,15,Campania
CAM,EXISTIT JUVENTUS-PROGENIA MSS.,RIA,ITF,ITF3,15,Campania
CAM,EXISTITUTO JUVENTUS-LA FILANDA,RIA,ITF,ITF3,15,Campania
CAM,FEMAS CENTRO RIABILITAZIONE,RIA,ITF,ITF3,15,Campania
CAM,FKT FISIOT  RIABILITAZIONE SRL,RIA,ITF,ITF3,15,Campania
CAM,FOND. SALERNUM ANFFAS-ONLUS,RIA,ITF,ITF3,15,Campania
CAM,FOND.F.GAMBARDELLA - ONLUS -SA,RIA,ITF,ITF3,15,Campania
CAM,FONDAZIONE DON CARLO GNOCCHI,RIA,ITF,ITF3,15,Campania
CAM,Fondazione Istituto Antoniano,RIA,ITF,ITF3,15,Campania
CAM,GABINETTO FISIOT.TE.RI,RIA,ITF,ITF3,15,Campania
CAM,GEROVIT s.r.l.,RIA,ITF,ITF3,15,Campania
CAM,GIFFAS ENTE MORALE ONLUS,RIA,ITF,ITF3,15,Campania
CAM,GIFOA SRL,RIA,ITF,ITF3,15,Campania
CAM,I.FL.HAN.   S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,I.R.F.R.I.,RIA,ITF,ITF3,15,Campania
CAM,I.R.M.I    S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,INSIEME S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,IPAR SRL,RIA,ITF,ITF3,15,Campania
CAM,IPRHA DI PAZZANESE,RIA,ITF,ITF3,15,Campania
CAM,ISTITUTO ANTONIANO,RIA,ITF,ITF3,15,Campania
CAM,ISTITUTO FILIPPO SMALDONE,RIA,ITF,ITF3,15,Campania
CAM,ISTITUTO FILIPPO SMALDONE,RIA,ITF,ITF3,15,Campania
CAM,ISTITUTO JEAN PIAGET SRL,RIA,ITF,ITF3,15,Campania
CAM,ISTITUTO M.S.S. ANNUNZIATA,RIA,ITF,ITF3,15,Campania
CAM,L`INCONTRO CENTRO DI FISIOKINE,RIA,ITF,ITF3,15,Campania
CAM,L`OASI -RES DI RIAB.MOTORIA,RIA,ITF,ITF3,15,Campania
CAM,LA  RINASCITA,RIA,ITF,ITF3,15,Campania
CAM,LA PINETINA G.A.F.,RIA,ITF,ITF3,15,Campania
CAM,LINEA MEDICA SRL,RIA,ITF,ITF3,15,Campania
CAM,Madre Claudia soc coop a r.l,RIA,ITF,ITF3,15,Campania
CAM,ME.DI.CA. SUD SRL,RIA,ITF,ITF3,15,Campania
CAM,MEDH CENTER SRL,RIA,ITF,ITF3,15,Campania
CAM,MEDICAL CENTER S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,MEDICAL R. S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,NEAPOLISANIT  S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,Nuovo Centro FKT srl,RIA,ITF,ITF3,15,Campania
CAM,ORTOKINESIS,RIA,ITF,ITF3,15,Campania
CAM,PICCOLO COTTOLENGO DON ORIONE,RIA,ITF,ITF3,15,Campania
CAM,PRES  RIAB DIOCLEZIANO SRL,RIA,ITF,ITF3,15,Campania
CAM,PROV.REL. SS.AP.PIETRO E PAOLO,RIA,ITF,ITF3,15,Campania
CAM,RELAX S.P.A.,RIA,ITF,ITF3,15,Campania
CAM,RIABILITAZIONE POMPEIANA,RIA,ITF,ITF3,15,Campania
CAM,SALUS   S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,SANATRIX NUOVO ELAION,RIA,ITF,ITF3,15,Campania
CAM,SERAPIDE - MONTE DI PROCIDA,RIA,ITF,ITF3,15,Campania
CAM,SERAPIDE - MUGNANO,RIA,ITF,ITF3,15,Campania
CAM,SERAPIDE - POZZUOLI,RIA,ITF,ITF3,15,Campania
CAM,SERVIZI SANITARI SRL,RIA,ITF,ITF3,15,Campania
CAM,SILBA SPA- VILLA SILVIA,RIA,ITF,ITF3,15,Campania
CAM,SILBA SPA-VILLA ALBA,RIA,ITF,ITF3,15,Campania
CAM,SILENZIOSI OPERAI DELLA CROCE,RIA,ITF,ITF3,15,Campania
CAM,SO.GE.SA.SRL,RIA,ITF,ITF3,15,Campania
CAM,STUD POLID PERSICO PRIMI SRL,RIA,ITF,ITF3,15,Campania
CAM,STUDIO CIEFFEMME,RIA,ITF,ITF3,15,Campania
CAM,STUDIO TER.FIS. CDT G.DE MASI,RIA,ITF,ITF3,15,Campania
CAM,TEOREO,RIA,ITF,ITF3,15,Campania
CAM,THERAPIC CENTER SRL,RIA,ITF,ITF3,15,Campania
CAM,VILLA DEI CEDRI S.R.L.,RIA,ITF,ITF3,15,Campania
CAM,VILLA DEI FIORI,RIA,ITF,ITF3,15,Campania
CAM,VILLA DEI FIORI EX GIEFFE SRL,RIA,ITF,ITF3,15,Campania
CAM,VILLA DELLE GINESTRE  S.R.L.,RIA,ITF,ITF3,15,Campania
EMR,AMB. VACC. COVID CALDERARA DI RENO VIA ARMAROLI (HUB AZ. BONFIGLIOLI)                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE AUSL BOLOGNA C/O IOR BOLOGNA                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID ANZOLA VIA F. SANTI (HUB LE NOTTI DI CABIRIA)                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID ARGELATO VIA CENTESE                                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID BOLOGNA (UNIBO) VIA SAN DONATO                                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID BOLOGNA AUTOSTAZIONE PIAZZA XX SETTEMBRE                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID BOLOGNA RONCATI VIA S ISAIA                                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID BUDRIO LA MAGNOLIA VIA BIANCHI                                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID BUDRIO PIAZZALE GIOVENTU'                                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CALDERARA DI R. VIA GARIBALDI                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CAMUGNANO PIAZZA KENNEDY                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASALECCHIO DI RENO VIA GINO CERVI                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASALECCHIO PARCO RODARI                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASALECCHIO VIA G. ROSSA                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASALECCHIO VIA PORRETTANA                                                     ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTEL D'AIANO SEDE CRI VIA VAL D'ANEVA                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTEL DI CASIO VIA TORRE NUOVA                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTEL MAGGIORE SALA PP PASOLINI PIAZZA AMENDOLA                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTELLO D'ARGILE VIA DEL MINCIO                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTENASO CS AIRONE VIA MARCONI                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CASTIGLIONE DEI PEPOLI PIAZZA MERCATO                                          ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID CREVALCORE VIALE ITALIA                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID GAGGIO MONTANO SEDE CRI VIA CAVALIERI DI V. VENETO                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID GAGGIO MONTANO VIA GIOVANNI XXIII                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID GALLIERA VIA DELLA PACE                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID GRIZZANA M. LOC. LE CASILINE                                                   ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID LIZZANO IN B. SEDE CRI VIA AZZALI                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID MINERBIO VIA ROMA                                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID MONTE S PIETRO VIA GULLINI                                                     ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID MONZUNO EX SCUOLE VIA VAL DI SAMBRO                                            ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID PIANORO VIA RESISTENZA                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID S AGATA B. VIA SIBIRANI                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID S BENEDETTO VAL DI SAMBRO VIA RESISTENZA                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID S GIOVANNI IN P. VIA NEWTON                                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID S. GIORGIO DI P. VIA PIROTTI                                                   ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID S.GIOVANNI IN P. C/O MUSEO DELLA MACCHINA A VAPORE                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SALA BOLOGNESE PADULLE VIA MARCONI                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SAN LAZZARO DI S. VIA DELLA REPUBBLICA                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SASSO MARCONI VIA BERTACCHI                                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SG IN PERSICETO SM DELLA DECIMA VIA CENTO                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SL DI SAVENA OFFICINE VIA EMILIA 253                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SP IN CASALE VIA CONTA                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID SP IN CASALE VIA GALLIERA                                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID TOLE' VIA BASABUE                                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID VADO VIA CRISALIDI                                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE COVID VALSAMOGGIA VIALE MARTIRI                                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB. VACCINALE FIERA DI BOLOGNA PADIGLIONE POLIVALENTE                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB.VACCINALE COVID PEDIATRICHE S.GIOVANNI IN PERSICETO                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,AMB.VACCINALE COVID PEDIATRICHE SALA BOLOGNESE                                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE COVID ESP                                                                          ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI CARPI                                                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI CASTELFRANCO EMILIA PRESSO PALASPORT                                            ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI MIRANDOLA PRESSO COMUNE                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI MODENA PRESSO HANGAR 3 CASERMA SETTI                                            ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI PAVULLO PRESSO CENTRO LA CAMPANELLA                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI SAN FELICE SUL PANARO PRESSO CENTRO SPORTIVO                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI SASSUOLO PRESSO FERRARI SPA                                                     ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE DI VIGNOLA PRESSO ORATORIO  CHIESA PARROCCHIALE DI BRODANO                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE PARMA BAMBINO E ADOLESCENTE - CASBA                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,CENTRO VACCINALE PROVINCIALE RIMINI                                                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,COVID VACCINAZIONE ANTI COVID - CENTRO VACCINALE CENTO                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,FONDAZIONE DON CARLO GNOCCHI,RIA,ITH,ITH5,8,Emilia-Romagna
EMR,HUB BONFIGLIOLI VACC.COVID 19                                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,HUB IMA VACC.COVID 19                                                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,HUB UNISALUTE VACC.COVID 19                                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,IGIENE PUBBLICA BORGO VAL DI TARO                                                                   ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,IGIENE PUBBLICA BORGO VAL DI TARO DISTACCATO VACCINAZIONI                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,IGIENE PUBBLICA FIDENZA                                                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,IGIENE PUBBLICA LANGHIRANO                                                                          ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,IGIENE PUBBLICA PARMA                                                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,INAIL-CENTRO DI VIGORSO,RIA,ITH,ITH5,8,Emilia-Romagna
EMR,LUCE SUL MARE,RIA,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO ADI VACCINAZIONE ANTI COVID 19 - CASA DELLA SALUTE DI CSPT                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO ADI VACCINAZIONE ANTI COVID 19 - CASA DELLA SALUTE DI MEDICINA                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO ADI VACCINAZIONE ANTI COVID 19 - CASA DELLA SALUTE VALLATA DEL SANTERNO                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE AMBULATORIO OSPEDALE CARPI                                                          ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE AMBULATORIO PRESSO OSPEDALE VIGNOLA                                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE ANTICOVID C/O COLOSSEO RN                                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE ANTICOVID C/O OSPEDALE FORLI'                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE ANTICOVID TEMPORANEO - FORLI' VIA COLOMBO                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE ANTICOVID TEMPORANEO - RICCIONE                                                     ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE BOBBIO                                                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE FIORENZUOLA D'ARDA                                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PALACASTELLO                                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PARMA - GAZZETTA DI PARMA                                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PARMA - HUB AZIENDALE                                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PARMA - PALA PONTI                                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PARMA - VIA QUASIMODO                                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE POLIVALENTE                                                                         ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO AZIENDA OSPEDALIERA MODENA                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO OSPEDALE BAGGIOVARA                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO OSPEDALE MIRANDOLA                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO OSPEDALE PAVULLO                                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO OSPEDALE SASSUOLO                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AMBULATORIO PROTETTO OSPEDALE BAGGIOVARA                                     ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO AZIENDA OSPEDALIERA POLICLINICO                                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO DIALISI CASA DELLA SALUTE DI CASTELFRANCO EMILIA                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO DIALISI OSPEDALE DI CARPI                                                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO DIALISI OSPEDALE DI MIRANDOLA                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO DIALISI OSPEDALE DI PAVULLO                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE PRESSO DIALISI OSPEDALE DI VIGNOLA                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE TERRITORIALE - ALTA VAL NURE                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE TERRITORIALE ARSENALE                                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINALE TERRITORIALE PIACENZA EXPO                                                          ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 - AUDITORIUM EX CHIESA OSSERVANZA                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,"PUNTO VACCINAZIONE ANTI COVID 19 - PADIGLIONE 12 ""L. LOLLI""                                         ",STS,ITH,ITH5,8,Emilia-Romagna
EMR,"PUNTO VACCINAZIONE ANTI COVID 19 C/O CASA DELLA SALUTE ""CITTADELLA SAN ROCCO""                       ",STS,ITH,ITH5,8,Emilia-Romagna
EMR,"PUNTO VACCINAZIONE ANTI COVID 19 C/O CASA DELLA SALUTE ""TERRE E FIUMI"" COPPARO                      ",STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O CASA DELLA SALUTE BONDENO                                      ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O CASA DELLA SALUTE PORTOMAGGIORE E OSTELLATO                    ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O EX ADI OSPEDALE DI CENTO                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O PUNTO PRELIEVI CASA DELLA SALUTE DI COMACCHIO                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O PUNTO PRELIEVI OSPEDALE DEL DELTA                              ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,PUNTO VACCINAZIONE ANTI COVID 19 C/O PUNTO PRELIEVI OSPEDALE DI ARGENTA                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,TAMPONI PARCHEGGIO SCAMBIATORE SUD                                                                  ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID - AMBULATORIO PERCORSO PROTETTO  - REGGIO EMILIA                                 ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID - EX OSPEDALE LAZZARO SPALLANZANI                                                ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID C/O CASA DEL DONO DI REGGIO EMILIA                                               ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID C/O DISTRETTO DI CORREGGIO                                                       ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID C/O FIERA DI SCANDIANO                                                           ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID C/O OSPEDALE DI CASTELNOVO NE' MONTI                                             ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONE COVID C/O OSPEDALE DI GUASTALLA                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VACCINAZIONI COVID FIERA CUP                                                                        ,STS,ITH,ITH5,8,Emilia-Romagna
EMR,VILLA SALUS,RIA,ITH,ITH5,8,Emilia-Romagna
FVG,ASSOCIAZ. 'LA NOSTRA FAMIGLIA',RIA,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,BAMBINI E AUTISMO,RIA,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19  GORIZIA FIERA,STS,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19 BURLO,STS,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19 CENTRO ANZIANI MONFALCONE,STS,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19 DIP PREVENZIONE GORIZIA,STS,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19 DIP PREVENZIONE SAN GIOVANNI,STS,ITH,ITH4,6,Friuli-Venezia Giulia
FVG,CENTRO VACCINALE ANTI COVID 19 MOLO IV,STS,ITH,ITH4,6,Friuli-Venezia Giulia
